Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
creosote,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.railcraft.fluid.creosote.bottle@0,杂酚油瓶,Railcraft:fluid.creosote.bottle
cryotheum,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@22,极寒之凛冰虚空胶囊,MagicBees:capsule.void
cryotheum,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.MiscUtils.bucket@2,极寒之凛冰桶,miscutils:bucket
cryotheum,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@22,极寒之凛冰魔力胶囊,MagicBees:capsule.magic
cryotheum,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.cryotheum@0,极寒之凛冰单元,miscutils:cryotheum
cyclohexane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.cyclohexane@0,环己胺单元,miscutils:cyclohexane
cyclohexanone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.cyclohexanone@0,环己酮单元,miscutils:cyclohexanone
cyclopentadiene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10087,环戊二烯胶囊,bartworks:gt.bwMetaGeneratedcapsule
cyclopentadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10087,环戊二烯单元,bartworks:gt.bwMetaGeneratedcell
deuterium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30002,氘单元,gregtech:gt.metaitem.01
diaminotoluene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11310,二氨基甲苯胶囊,bartworks:gt.bwMetaGeneratedcapsule
diaminotoluene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11310,二氨基甲苯单元,bartworks:gt.bwMetaGeneratedcell
dichlorobenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30632,对二氯苯单元,gregtech:gt.metaitem.01
diethylamine,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10089,二乙胺胶囊,bartworks:gt.bwMetaGeneratedcapsule
diethylamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10089,二乙胺单元,bartworks:gt.bwMetaGeneratedcell
diluted bastnasite mud,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11105,稀释氟碳镧铈泥浆胶囊,bartworks:gt.bwMetaGeneratedcapsule
diluted bastnasite mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11105,稀释氟碳镧铈泥浆单元,bartworks:gt.bwMetaGeneratedcell
diluted monazite rare earth mud,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11015,稀释独居石稀土泥浆胶囊,bartworks:gt.bwMetaGeneratedcapsule
diluted monazite rare earth mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11015,稀释独居石稀土泥浆单元,bartworks:gt.bwMetaGeneratedcell
diluted monazite sulfate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11016,稀释硫酸独居石溶液胶囊,bartworks:gt.bwMetaGeneratedcapsule
diluted monazite sulfate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11016,稀释硫酸独居石溶液单元,bartworks:gt.bwMetaGeneratedcell
dilutedhydrochloricacid_gt5u,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30606,稀盐酸单元,gregtech:gt.metaitem.01
dilutedhydrochloricacid_gt5u,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@438,稀盐酸胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
dilutedsulfuricacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30640,稀硫酸单元,gregtech:gt.metaitem.01
dimethyl sulfate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29923,硫酸二甲酯胶囊,bartworks:gt.bwMetaGeneratedcapsule
dimethyl sulfate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29923,硫酸二甲酯单元,bartworks:gt.bwMetaGeneratedcell
dimethylamine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30656,二甲胺单元,gregtech:gt.metaitem.01
dimethylbenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30593,二甲苯单元,gregtech:gt.metaitem.01
dimethyldichlorosilane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30663,二甲基氯硅烷单元,gregtech:gt.metaitem.01
dinitrogentetroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30657,四氧化二氮单元,gregtech:gt.metaitem.01
dinitrotoluene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11309,二硝基甲苯胶囊,bartworks:gt.bwMetaGeneratedcapsule
dinitrotoluene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11309,二硝基甲苯单元,bartworks:gt.bwMetaGeneratedcell
diphenylisophtalate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30598,间苯二甲酸二苯酯单元,gregtech:gt.metaitem.01
dye.chemical.dyeblack,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32430,喷漆罐(黑色),gregtech:gt.metaitem.01
dye.chemical.dyeblue,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32438,喷漆罐(蓝色),gregtech:gt.metaitem.01
dye.chemical.dyebrown,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32436,喷漆罐(棕色),gregtech:gt.metaitem.01
dye.chemical.dyecyan,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32442,喷漆罐(青色),gregtech:gt.metaitem.01
dye.chemical.dyegray,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32446,喷漆罐(灰色),gregtech:gt.metaitem.01
dye.chemical.dyegreen,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32434,喷漆罐(绿色),gregtech:gt.metaitem.01
dye.chemical.dyelightblue,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32454,喷漆罐(淡蓝),gregtech:gt.metaitem.01
dye.chemical.dyelightgray,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32444,喷漆罐(淡灰),gregtech:gt.metaitem.01
dye.chemical.dyelime,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32450,喷漆罐(黄绿),gregtech:gt.metaitem.01
dye.chemical.dyemagenta,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32456,喷漆罐(品红),gregtech:gt.metaitem.01
dye.chemical.dyeorange,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32458,喷漆罐(橙色),gregtech:gt.metaitem.01
dye.chemical.dyepink,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32448,喷漆罐(粉色),gregtech:gt.metaitem.01
dye.chemical.dyepurple,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32440,喷漆罐(紫色),gregtech:gt.metaitem.01
dye.chemical.dyered,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32432,喷漆罐(红色),gregtech:gt.metaitem.01
dye.chemical.dyewhite,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32460,喷漆罐(白色),gregtech:gt.metaitem.01
dye.chemical.dyeyellow,2304,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xgt.metaitem.01@32452,喷漆罐(黄色),gregtech:gt.metaitem.01
electrum.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@22,桶装熔融琥珀金,TConstruct:buckets
electrum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@22,粘土桶(熔融琥珀金),IguanaTweaksTConstruct:clayBucketsTinkers
emerald.liquid,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@15,桶装熔融绿宝石,TConstruct:buckets
emerald.liquid,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@15,粘土桶(熔融绿宝石),IguanaTweaksTConstruct:clayBucketsTinkers
ender,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@20,谐振熔融末影珍珠虚空胶囊,MagicBees:capsule.void
ender,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@3,液态末影单元,gregtech:gt.metaitem.98
ender,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@23,桶装熔融末影珍珠,TConstruct:buckets
ender,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.MiscUtils.bucket@3,谐振熔融末影珍珠桶,miscutils:bucket
ender,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@20,谐振熔融末影珍珠魔力胶囊,MagicBees:capsule.magic
ender,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@23,粘土桶(液态末影),IguanaTweaksTConstruct:clayBucketsTinkers
ender_distillation,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketEnder_distillation@0,桶装深渊露水,EnderIO:bucketEnder_distillation
endergoo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@4,末影粘浆单元,gregtech:gt.metaitem.98
endergoo,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketEnderGoo@0,末影粘浆桶,HardcoreEnderExpansion:bucket_ender_goo
enderium.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@30,桶装熔融末影,TConstruct:buckets
enriched naquadah goo,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10080,富集硅岩粘浆胶囊,bartworks:gt.bwMetaGeneratedcapsule
enriched naquadah goo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10080,富集硅岩粘浆单元,bartworks:gt.bwMetaGeneratedcell
enriched-naquadah-rich solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10069,高纯富集硅岩溶液胶囊,bartworks:gt.bwMetaGeneratedcapsule
enriched-naquadah-rich solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10069,高纯富集硅岩溶液单元,bartworks:gt.bwMetaGeneratedcell
enrichedbacterialsludge,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.EnrichedBacterialSludge_bucket@0,桶装放射性细菌污泥,dreamcraft:dreamcraft_EnrichedBacterialSludge_bucket
enrichednaquadria,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30601,富集超能硅岩单元,gregtech:gt.metaitem.01
enzymessollution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@10,酶溶液单元,gregtech:gt.metaitem.98
escherichiakolifluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@11,大肠杆菌液体单元,gregtech:gt.metaitem.98
ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30642,乙烷单元,gregtech:gt.metaitem.01
ethanol gasoline,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10086,乙醇汽油胶囊,bartworks:gt.bwMetaGeneratedcapsule
ethanol gasoline,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10086,乙醇汽油单元,bartworks:gt.bwMetaGeneratedcell
ethenone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30641,乙烯酮单元,gregtech:gt.metaitem.01
ether,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10029,乙醚胶囊,bartworks:gt.bwMetaGeneratedcapsule
ether,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10029,乙醚单元,bartworks:gt.bwMetaGeneratedcell
ethyl acetate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29926,乙酸乙酯胶囊,bartworks:gt.bwMetaGeneratedcapsule
ethyl acetate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29926,乙酸乙酯单元,bartworks:gt.bwMetaGeneratedcell
ethyl carbamate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29907,氨基甲酸乙酯胶囊,bartworks:gt.bwMetaGeneratedcapsule
ethyl carbamate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29907,氨基甲酸乙酯单元,bartworks:gt.bwMetaGeneratedcell
ethyl chloroformate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29906,氯基甲酸乙酯胶囊,bartworks:gt.bwMetaGeneratedcapsule
ethyl chloroformate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29906,氯基甲酸乙酯单元,bartworks:gt.bwMetaGeneratedcell
ethyl dinitrocarbamate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29910,二硝氨基甲酸乙酯胶囊,bartworks:gt.bwMetaGeneratedcapsule
ethyl dinitrocarbamate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29910,二硝氨基甲酸乙酯单元,bartworks:gt.bwMetaGeneratedcell
ethyl n-nitrocarbamate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29908,N-硝氨基甲酸乙酯胶囊,bartworks:gt.bwMetaGeneratedcapsule
ethyl n-nitrocarbamate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29908,N-硝氨基甲酸乙酯单元,bartworks:gt.bwMetaGeneratedcell
ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30677,乙烯单元,gregtech:gt.metaitem.01
ethyltertbutylether,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@660,抗爆剂胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
ethyltertbutylether,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30994,抗爆剂单元,gregtech:gt.metaitem.01
fermentation.base,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.FermentationBase@0,发酵基单元,miscutils:FermentationBase
fermentedbacterialsludge,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.FermentedBacterialSludge_bucket@0,桶装发酵的细菌污泥,dreamcraft:dreamcraft_FermentedBacterialSludge_bucket
fermentedbiomass,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30691,发酵生物质单元,gregtech:gt.metaitem.01
ferrocene solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10091,二茂铁溶液胶囊,bartworks:gt.bwMetaGeneratedcapsule
ferrocene solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10091,二茂铁溶液单元,bartworks:gt.bwMetaGeneratedcell
ferrocene waste,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10092,二茂铁废水胶囊,bartworks:gt.bwMetaGeneratedcapsule
ferrocene waste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10092,二茂铁废水单元,bartworks:gt.bwMetaGeneratedcell
fieryblood,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.fieryBlood@0,炽热的血液,TwilightForest:item.fieryBlood
filtered bastnasite mud,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11106,过滤氟碳镧铈泥浆胶囊,bartworks:gt.bwMetaGeneratedcapsule
filtered bastnasite mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11106,过滤氟碳镧铈泥浆单元,bartworks:gt.bwMetaGeneratedcell
fire_water,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketFire_water@0,桶装火焰水,EnderIO:bucketFire_water
fishoil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30711,鱼油单元,gregtech:gt.metaitem.01
fluid.2ethylanthrahydroquinone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.2Ethylanthrahydroquinone@0,2-乙基氢蒽醌单元,miscutils:2Ethylanthrahydroquinone
fluid.2ethylanthraquinone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.2Ethylanthraquinone@0,2-乙基蒽醌单元,miscutils:2Ethylanthraquinone
fluid.ammoniumnitrateslurry,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.AmmoniumNitrateSlurry@0,水合硝酸铵浆液单元,miscutils:AmmoniumNitrateSlurry
fluid.anthracene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.Anthracene@0,蒽单元,miscutils:Anthracene
fluid.burntlifbef2thf4uf4,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.BurntLiFBeF2ThF4UF4@0,枯竭铀钍复合氟化物熔盐单元,miscutils:BurntLiFBeF2ThF4UF4
fluid.burntlifbef2zrf4u235,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.BurntLiFBeF2ZrF4U235@0,枯竭铀235复合氟化物熔盐单元,miscutils:BurntLiFBeF2ZrF4U235
fluid.burntlifbef2zrf4uf4,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.BurntLiFBeF2ZrF4UF4@0,枯竭铀锆复合氟化物熔盐单元,miscutils:BurntLiFBeF2ZrF4UF4
fluid.coalgas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.CoalGas@0,煤气单元,miscutils:CoalGas
fluid.coaltar,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.CoalTar@0,煤焦油单元,miscutils:CoalTar
fluid.coaltaroil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.CoalTarOil@0,煤焦油单元,miscutils:CoalTarOil
fluid.ethylbenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.Ethylbenzene@0,乙苯单元,miscutils:Ethylbenzene
fluid.fertile.manure.slurry,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.FertileManureSlurry@0,肥沃的粪浆单元,miscutils:FertileManureSlurry
fluid.fertiliser,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.Fertiliser@0,流体肥料单元,miscutils:Fertiliser
fluid.formaldehyde,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.Formaldehyde@0,甲醛单元,miscutils:Formaldehyde
fluid.geneticmutagen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.GeneticMutagen@0,诱变剂单元,miscutils:GeneticMutagen
fluid.hydrazine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.Hydrazine@0,肼单元,miscutils:Hydrazine
fluid.hydrogenperoxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.HydrogenPeroxide@0,过氧化氢单元,miscutils:HydrogenPeroxide
fluid.impurelifbef2,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.ImpureLiFBeF2@0,含杂LiFBeF2盐单元,miscutils:ImpureLiFBeF2
fluid.kerosene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.Kerosene@0,煤油单元,miscutils:Kerosene
fluid.liquidhydrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.LiquidHydrogen@0,液氢单元,miscutils:LiquidHydrogen
fluid.lithiumperoxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.LithiumPeroxide@0,过氧化锂单元,miscutils:LithiumPeroxide
fluid.manure.slurry,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.ManureSlurry@0,粪浆单元,miscutils:ManureSlurry
fluid.monomethylhydrazine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.Monomethylhydrazine@0,一甲基肼单元,miscutils:Monomethylhydrazine
fluid.naphthalene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.Naphthalene@0,萘单元,miscutils:Naphthalene
fluid.nitrogentetroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.NitrogenTetroxide@0,四氧化二氮单元,miscutils:NitrogenTetroxide
fluid.phthalicacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.PhthalicAcid@0,邻苯二甲酸单元,miscutils:PhthalicAcid
fluid.raisinjuice,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.RaisinJuice@0,葡萄汁单元,miscutils:RaisinJuice
fluid.raw.waste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.RawWaste@0,动物粪便单元,miscutils:RawWaste
fluid.rocketfuelmixa,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.RocketFuelMixA@0,H8N4C2O4火箭燃料单元,miscutils:RocketFuelMixA
fluid.rocketfuelmixb,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.RocketFuelMixB@0,Rp-1混合燃料单元,miscutils:RocketFuelMixB
fluid.rocketfuelmixc,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.RocketFuelMixC@0,CN3H7O3火箭燃料单元,miscutils:RocketFuelMixC
fluid.rocketfuelmixd,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.RocketFuelMixD@0,密集肼混合燃料单元,miscutils:RocketFuelMixD
fluid.rp1fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.RP1Fuel@0,RP-1火箭燃料单元,miscutils:RP1Fuel
fluid.sulfuriccoaltaroil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.SulfuricCoalTarOil@0,硫酸煤焦油单元,miscutils:SulfuricCoalTarOil
fluid.un18fertiliser,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.UN18Fertiliser@0,UN-18肥料单元,miscutils:UN18Fertiliser
fluid.un32fertiliser,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.UN32Fertiliser@0,UN-32肥料单元,miscutils:UN32Fertiliser
fluiddeath,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.ItemBucketDeath@0,桶装死亡之水,Thaumcraft:ItemBucketDeath
fluidmushroom,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketMushroom@0,桶装蘑菇汤,Automagy:bucketMushroom
fluidnaqudahfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30600,硅岩燃料单元,gregtech:gt.metaitem.01
fluidnaqudahfuel,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@432,硅岩燃料胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
fluidpure,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.ItemBucketPure@0,桶装净化之水,Thaumcraft:ItemBucketPure
fluidvishroom,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketVishroom@0,桶装毒菇汤,Automagy:bucketVishroom
fluorecentddna,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@13,荧光DNA单元,gregtech:gt.metaitem.98
